GEO CODE,STATE,JURISDICTION NAME,PPRN FY2012
379175,NC,Transylvania County,"$43,758 "
379177,NC,Tyrrell County,"$12,398 "
379179,NC,Union County,"$183,314 "
379181,NC,Vance County,"$93,450 "
379183,NC,WAKE COUNTY,"$710,895 "
379185,NC,Warren County,"$45,495 "
379187,NC,Washington County,"$31,199 "
379189,NC,Watauga County,"$66,731 "
379191,NC,Wayne County,"$108,811 "
379193,NC,Wilkes County,"$98,822 "
379195,NC,Wilson County,"$153,141 "
379197,NC,Yadkin County,"$57,288 "
379199,NC,Yancey County,"$35,852 "
380228,ND,BISMARCK,"$62,071 "
380636,ND,FARGO,"$123,160 "
380816,ND,GRAND FORKS,"$74,502 "
389001,ND,Adams County,"$5,288 "
389003,ND,Barnes County,"$24,815 "
389005,ND,Benson County,"$32,591 "
389007,ND,Billings County,"$1,743 "
389009,ND,Bottineau County,"$14,470 "
389011,ND,Bowman County,"$5,016 "
389013,ND,Burke County,"$7,155 "
389015,ND,Burleigh County,"$18,437 "
389017,ND,Cass County,"$42,421 "
389019,ND,Cavalier County,"$10,295 "
389021,ND,Dickey County,"$11,463 "
389023,ND,Divide County,"$6,852 "
389025,ND,Dunn County,"$8,894 "
389027,ND,Eddy County,"$6,599 "
389029,ND,Emmons County,"$10,754 "
389031,ND,Foster County,"$6,890 "
389033,ND,Golden Valley County,"$5,009 "
389035,ND,Grand Forks County,"$21,685 "
389037,ND,Grant County,"$7,480 "
389039,ND,Griggs County,"$7,329 "
389041,ND,Hettinger County,"$6,368 "
389043,ND,Kidder County,"$6,357 "
389045,ND,LaMoure County,"$11,697 "
389047,ND,Logan County,"$5,150 "
389049,ND,McHenry County,"$14,607 "
389051,ND,McIntosh County,"$8,350 "
389053,ND,McKenzie County,"$14,829 "
389055,ND,McLean County,"$16,486 "
389057,ND,Mercer County,"$10,312 "
389059,ND,Morton County,"$40,447 "
389061,ND,Mountrail County,"$17,285 "
389063,ND,Nelson County,"$9,520 "
389065,ND,Oliver County,"$3,841 "
389067,ND,Pembina County,"$14,714 "
389069,ND,Pierce County,"$9,546 "
389071,ND,Ramsey County,"$22,833 "
389073,ND,Ransom County,"$13,165 "
389075,ND,Renville County,"$5,105 "
389077,ND,Richland County,"$31,015 "
389079,ND,Rolette County,"$58,914 "
389081,ND,Sargent County,"$8,745 "
389083,ND,Sheridan County,"$5,162 "
389085,ND,Sioux County,"$23,306 "
389087,ND,Slope County,"$2,696 "
389089,ND,Stark County,"$37,152 "
389091,ND,Steele County,"$5,123 "
389093,ND,Stutsman County,"$33,831 "
389095,ND,Towner County,"$6,519 "
389097,ND,Traill County,"$16,292 "
389099,ND,Walsh County,"$23,734 "
389101,ND,Ward County,"$93,742 "
389103,ND,Wells County,"$11,841 "
389105,ND,Williams County,"$34,156 "
390042,OH,AKRON,"$3,311,264 "
390066,OH,ALLIANCE,"$124,312 "
390294,OH,BARBERTON,"$135,808 "
390600,OH,BOWLING GREEN,"$53,698 "
390858,OH,CANTON,"$1,399,515 "
391062,OH,CINCINNATI,"$6,285,103 "
391104,OH,CLEVELAND,"$11,581,366 "
391110,OH,CLEVELAND HEIGHTS,"$317,572 "
391176,OH,COLUMBUS,"$3,125,799 "
391320,OH,CUYAHOGA FALLS,"$127,545 "
391362,OH,DAYTON,"$3,071,154 "
391500,OH,EAST CLEVELAND,"$202,571 "
391602,OH,ELYRIA,"$126,022 "
391626,OH,EUCLID,"$193,168 "
391638,OH,FAIRBORN,"$46,691 "
392118,OH,HAMILTON CITY,"$265,169 "
392508,OH,KENT,"$53,740 "
392526,OH,KETTERING,"$103,938 "
392628,OH,LAKEWOOD,"$1,079,218 "
392634,OH,LANCASTER,"$101,194 "
392730,OH,LIMA,"$223,013 "
392820,OH,LORAIN,"$223,837 "
393012,OH,MANSFIELD,"$178,992 "
393054,OH,MARIETTA,"$79,409 "
393114,OH,MASSILLON,"$130,798 "
393168,OH,MENTOR,"$31,459 "
393222,OH,MIDDLETOWN,"$124,215 "
393558,OH,NEWARK,"$153,699 "
394098,OH,PARMA,"$187,071 "
394680,OH,SANDUSKY,"$148,029 "
394998,OH,SPRINGFIELD,"$969,643 "
395016,OH,STEUBENVILLE,"$134,354 "
395214,OH,TOLEDO,"$3,769,459 "
395454,OH,WARREN,"$241,792 "
395874,OH,YOUNGSTOWN,"$1,946,945 "
399001,OH,Adams County,"$75,769 "
399003,OH,Allen County,"$83,070 "
399005,OH,Ashland County,"$99,197 "
399007,OH,Ashtabula County,"$223,295 "
399009,OH,Athens County,"$202,403 "
399011,OH,Auglaize County,"$83,871 "
399013,OH,Belmont County,"$170,914 "
399015,OH,Brown County,"$91,345 "
399017,OH,Butler County,"$207,734 "
399019,OH,Carroll County,"$57,380 "
399021,OH,Champaign County,"$74,005 "
399023,OH,Clark County,"$96,480 "
399025,OH,Clermont County,"$269,707 "
399027,OH,Clinton County,"$70,784 "
399029,OH,Columbiana County,"$233,893 "
399031,OH,Coshocton County,"$71,714 "
399033,OH,Crawford County,"$105,038 "
399035,OH,CUYAHOGA COUNTY,"$2,071,920 "
399037,OH,Darke County,"$109,273 "
399039,OH,Defiance County,"$62,135 "
399041,OH,Delaware County,"$128,957 "
399043,OH,Erie County,"$65,007 "
399045,OH,Fairfield County,"$95,395 "
399047,OH,Fayette County,"$53,253 "
399049,OH,FRANKLIN COUNTY,"$886,497 "
399051,OH,Fulton County,"$72,120 "
399053,OH,Gallia County,"$78,335 "
399055,OH,Geauga County,"$116,072 "
399057,OH,Greene County,"$170,213 "
399059,OH,Guernsey County,"$105,314 "
399061,OH,HAMILTON COUNTY,"$1,558,690 "
399063,OH,Hancock County,"$123,333 "
399065,OH,Hardin County,"$72,799 "
399067,OH,Harrison County,"$39,558 "
399069,OH,Henry County,"$57,392 "
399071,OH,Highland County,"$84,773 "
399073,OH,Hocking County,"$61,281 "
399075,OH,Holmes County,"$112,388 "
399077,OH,Huron County,"$114,444 "
399079,OH,Jackson County,"$81,977 "
399081,OH,Jefferson County,"$110,083 "
399083,OH,Knox County,"$105,402 "
399085,OH,Lake County,"$253,938 "
399087,OH,Lawrence County,"$172,017 "
399089,OH,Licking County,"$120,503 "
399091,OH,Logan County,"$92,842 "
399093,OH,Lorain County,"$183,866 "
399095,OH,Lucas County,"$167,488 "
399097,OH,Madison County,"$62,668 "
399099,OH,Mahoning County,"$243,342 "
399101,OH,Marion County,"$130,124 "
399103,OH,Medina County,"$180,779 "
399105,OH,Meigs County,"$64,545 "
399107,OH,Mercer County,"$63,193 "
399109,OH,Miami County,"$166,328 "
399111,OH,Monroe County,"$37,031 "
399113,OH,MONTGOMERY COUNTY,"$878,094 "
399115,OH,Morgan County,"$40,298 "
399117,OH,Morrow County,"$57,795 "
399119,OH,Muskingum County,"$176,219 "
399121,OH,Noble County,"$27,742 "
399123,OH,Ottawa County,"$75,437 "
399125,OH,Paulding County,"$33,858 "
399127,OH,Perry County,"$73,017 "
399129,OH,Pickaway County,"$86,059 "
399131,OH,Pike County,"$79,763 "
399133,OH,Portage County,"$163,564 "
399135,OH,Preble County,"$72,912 "
399137,OH,Putnam County,"$54,909 "
399139,OH,Richland County,"$111,633 "
399141,OH,Ross County,"$146,506 "
399143,OH,Sandusky County,"$124,386 "
399145,OH,Scioto County,"$206,724 "
399147,OH,Seneca County,"$132,430 "
399149,OH,Shelby County,"$75,321 "
399151,OH,Stark County,"$263,509 "
399153,OH,Summit County,"$180,246 "
399155,OH,Trumbull County,"$275,949 "
399157,OH,Tuscarawas County,"$191,444 "
399159,OH,Union County,"$60,083 "
399161,OH,Van Wert County,"$60,475 "
399163,OH,Vinton County,"$39,656 "
399165,OH,Warren County,"$128,710 "
399167,OH,Washington County,"$83,738 "
399169,OH,Wayne County,"$192,092 "
399171,OH,Williams County,"$69,153 "
399173,OH,Wood County,"$131,081 "
399175,OH,Wyandot County,"$47,297 "
400918,OK,EDMOND,"$73,295 "
400966,OK,ENID,"$102,850 "
401734,OK,LAWTON,"$154,387 "
402016,OK,MIDWEST CITY,"$86,566 "
402046,OK,MOORE CITY,"$51,360 "
402190,OK,NORMAN,"$154,188 "
402268,OK,OKLAHOMA CITY,"$2,551,420 "
402718,OK,SHAWNEE,"$72,139 "
403036,OK,TULSA,"$1,777,049 "
409001,OK,Adair County,"$38,381 "
409003,OK,Alfalfa County,"$17,091 "
409005,OK,Atoka County,"$20,285 "
409007,OK,Beaver County,"$11,076 "
409009,OK,Beckham County,"$29,158 "
409011,OK,Blaine County,"$21,066 "
409013,OK,Bryan County,"$54,311 "
409015,OK,Caddo County,"$53,301 "
409017,OK,Canadian County,"$64,700 "
409019,OK,Carter County,"$66,143 "
409021,OK,Cherokee County,"$76,469 "
409023,OK,Choctaw County,"$25,405 "
409025,OK,Cimarron County,"$7,201 "
409027,OK,Cleveland County,"$27,578 "
409029,OK,Coal County,"$11,666 "
409031,OK,Comanche County,"$25,579 "
409033,OK,Cotton County,"$12,040 "
409035,OK,Craig County,"$24,938 "
409037,OK,Creek County,"$82,947 "
409039,OK,Custer County,"$37,950 "
409041,OK,Delaware County,"$57,523 "
409043,OK,Dewey County,"$10,804 "
409045,OK,Ellis County,"$11,122 "
409047,OK,Garfield County,"$19,535 "
409049,OK,Garvin County,"$39,271 "
409051,OK,Grady County,"$64,101 "
409053,OK,Grant County,"$14,601 "
409055,OK,Greer County,"$14,816 "
409057,OK,Harmon County,"$8,116 "
409059,OK,Harper County,"$7,648 "
409061,OK,Haskell County,"$20,022 "
409063,OK,Hughes County,"$29,115 "
409065,OK,Jackson County,"$37,851 "
409067,OK,Jefferson County,"$13,351 "
409069,OK,Johnston County,"$17,688 "
409071,OK,Kay County,"$89,133 "
409073,OK,Kingfisher County,"$20,585 "
409075,OK,Kiowa County,"$25,396 "
409077,OK,Latimer County,"$17,034 "
409079,OK,Le Flore County,"$74,536 "
409081,OK,Lincoln County,"$46,926 "
409083,OK,Logan County,"$49,742 "
409085,OK,Love County,"$10,987 "
409087,OK,McClain County,"$32,222 "
409089,OK,McCurtain County,"$62,360 "
409091,OK,McIntosh County,"$29,739 "
409093,OK,Major County,"$12,849 "
409095,OK,Marshall County,"$20,505 "
409097,OK,Mayes County,"$50,945 "
409099,OK,Murray County,"$18,487 "
409101,OK,Muskogee County,"$101,769 "
409103,OK,Noble County,"$17,489 "
409105,OK,Nowata County,"$18,512 "
409107,OK,Okfuskee County,"$21,552 "
409109,OK,Oklahoma County,"$119,666 "
409111,OK,Okmulgee County,"$71,349 "
409113,OK,Osage County,"$60,570 "
409115,OK,Ottawa County,"$52,941 "
409117,OK,Pawnee County,"$26,691 "
409119,OK,Payne County,"$97,653 "
409121,OK,Pittsburg County,"$64,801 "
409123,OK,Pontotoc County,"$49,889 "
409125,OK,Pottawatomie County,"$44,392 "
409127,OK,Pushmataha County,"$20,151 "
409129,OK,Roger Mills County,"$7,347 "
409131,OK,Rogers County,"$71,267 "
409133,OK,Seminole County,"$43,213 "
409135,OK,Sequoyah County,"$62,878 "
409137,OK,Stephens County,"$53,711 "
409139,OK,Texas County,"$35,514 "
409141,OK,Tillman County,"$22,280 "
409143,OK,Tulsa County,"$232,359 "
409145,OK,Wagoner County,"$63,947 "
409147,OK,Washington County,"$63,155 "
409149,OK,Washita County,"$21,814 "
409151,OK,Woods County,"$20,744 "
409153,OK,Woodward County,"$22,378 "
410042,OR,ASHLAND,"$36,924 "
410108,OR,BEAVERTON,"$109,907 "
410114,OR,BEND,"$79,247 "
410288,OR,CORVALLIS,"$97,192 "
410426,OR,EUGENE,"$248,575 "
410564,OR,GRESHAM,"$158,775 "
410636,OR,HILLSBORO,"$119,432 "
410888,OR,MEDFORD,"$111,399 "
411098,OR,PORTLAND,"$4,830,570 "
411200,OR,SALEM,"$260,282 "
411290,OR,SPRINGFIELD,"$109,548 "
419001,OR,Baker County,"$53,553 "
419003,OR,Benton County,"$31,522 "
419005,OR,CLACKAMAS COUNTY,"$1,032,820 "
419007,OR,Clatsop County,"$107,882 "
419009,OR,Columbia County,"$80,098 "
419011,OR,Coos County,"$122,082 "
419013,OR,Crook County,"$31,147 "
419015,OR,Curry County,"$32,343 "
419017,OR,Deschutes County,"$83,107 "
419019,OR,Douglas County,"$159,148 "
419021,OR,Gilliam County,"$6,951 "
419023,OR,Grant County,"$17,323 "
419025,OR,Harney County,"$16,132 "
419027,OR,Hood River County,"$42,689 "
419029,OR,Jackson County,"$146,585 "
419031,OR,Jefferson County,"$40,512 "
419033,OR,Josephine County,"$136,111 "
419035,OR,Klamath County,"$135,649 "
419037,OR,Lake County,"$18,252 "
419039,OR,Lane County,"$179,291 "
419041,OR,Lincoln County,"$78,587 "
419043,OR,Linn County,"$165,388 "
419045,OR,Malheur County,"$66,563 "
419047,OR,Marion County,"$303,485 "
419049,OR,Morrow County,"$25,566 "
419051,OR,Multnomah County,"$55,799 "
419053,OR,Polk County,"$74,357 "
419055,OR,Sherman County,"$6,766 "
419057,OR,Tillamook County,"$55,333 "
419059,OR,Umatilla County,"$121,296 "
419061,OR,Union County,"$69,011 "
419063,OR,Wallowa County,"$23,305 "
419065,OR,Wasco County,"$50,719 "
419067,OR,WASHINGTON COUNTY,"$972,706 "
419069,OR,Wheeler County,"$5,310 "
419071,OR,Yamhill County,"$121,342 "
420015,PA,ABINGTON,"$155,245 "
420096,PA,ALLENTOWN,"$1,340,483 "
420114,PA,ALTOONA,"$970,463 "
420438,PA,BENSALEM TOWNSHIP,"$67,480 "
420504,PA,BETHLEHEM,"$302,592 "
420726,PA,BRISTOL TOWNSHIP,"$122,823 "
420930,PA,CARLISLE,"$76,281 "
421116,PA,CHESTER,"$254,739 "
421950,PA,EASTON,"$172,116 "
422178,PA,ERIE,"$1,711,953 "
422898,PA,HARRISBURG,"$1,004,016 "
422937,PA,HAVERFORD,"$179,198 "
422958,PA,HAZLETON,"$171,194 "
423411,PA,JOHNSTOWN,"$281,395 "
423573,PA,LANCASTER CITY,"$870,517 "
423657,PA,LEBANON,"$151,034 "
423951,PA,LOWER MERION,"$216,689 "
424086,PA,MCKEESPORT,"$218,582 "
424434,PA,MILLCREEK TOWNSHIP,"$43,149 "
424914,PA,NORRISTOWN,"$180,674 "
425340,PA,PENN HILLS,"$135,908 "
425451,PA,PHILADELPHIA,"$24,701,672 "
425529,PA,PITTSBURGH,"$8,042,526 "
425793,PA,READING,"$1,499,916 "
426201,PA,SCRANTON,"$1,657,053 "
426258,PA,SHARON,"$124,371 "
426711,PA,STATE COLLEGE,"$127,750 "
427227,PA,UPPER DARBY,"$949,866 "
427947,PA,WILKES-BARRE,"$937,262 "
427962,PA,WILLIAMSPORT,"$228,102 "
428136,PA,YORK,"$303,515 "
429001,PA,Adams County,"$213,419 "
429003,PA,ALLEGHENY COUNTY,"$7,978,467 "
429005,PA,Armstrong County,"$182,280 "
429007,PA,BEAVER COUNTY,"$1,890,387 "
429009,PA,Bedford County,"$114,693 "
429011,PA,BERKS COUNTY,"$1,305,852 "
429013,PA,Blair County,"$171,800 "
429015,PA,Bradford County,"$165,339 "
429017,PA,BUCKS COUNTY,"$1,148,470 "
429019,PA,Butler County,"$358,789 "
429021,PA,Cambria County,"$287,740 "
429023,PA,Cameron County,"$16,935 "
429025,PA,Carbon County,"$164,630 "
429027,PA,Centre County,"$237,470 "
429029,PA,CHESTER COUNTY,"$1,330,841 "
429031,PA,Clarion County,"$118,216 "
429033,PA,Clearfield County,"$218,528 "
429035,PA,Clinton County,"$98,273 "
429037,PA,Columbia County,"$164,178 "
429039,PA,Crawford County,"$247,391 "
429041,PA,Cumberland County,"$243,731 "
429043,PA,Dauphin County,"$271,037 "
429045,PA,DELAWARE COUNTY,"$2,048,228 "
429047,PA,Elk County,"$78,486 "
429049,PA,Erie County,"$260,650 "
429051,PA,Fayette County,"$463,235 "
429053,PA,Forest County,"$23,052 "
429055,PA,Franklin County,"$269,599 "
429057,PA,Fulton County,"$34,792 "
429059,PA,Greene County,"$112,882 "
429061,PA,Huntingdon County,"$107,615 "
429063,PA,Indiana County,"$286,992 "
429065,PA,Jefferson County,"$122,415 "
429067,PA,Juniata County,"$54,451 "
429069,PA,Lackawanna County,"$329,313 "
429071,PA,LANCASTER COUNTY,"$1,626,691 "
429073,PA,Lawrence County,"$227,528 "
429075,PA,Lebanon County,"$177,196 "
429077,PA,Lehigh County,"$260,226 "
429079,PA,LUZERNE COUNTY,"$2,442,484 "
429081,PA,Lycoming County,"$176,177 "
429083,PA,McKean County,"$132,805 "
429085,PA,Mercer County,"$222,735 "
429087,PA,Mifflin County,"$126,311 "
429089,PA,Monroe County,"$330,428 "
429091,PA,MONTGOMERY COUNTY,"$1,782,445 "
429093,PA,Montour County,"$41,196 "
429095,PA,Northampton County,"$322,001 "
429097,PA,Northumberland County,"$284,678 "
429099,PA,Perry County,"$94,303 "
429103,PA,Pike County,"$95,929 "
429105,PA,Potter County,"$56,065 "
429107,PA,Schuylkill County,"$448,997 "
429109,PA,Snyder County,"$87,595 "
429111,PA,Somerset County,"$197,369 "
429113,PA,Sullivan County,"$25,383 "
429115,PA,Susquehanna County,"$114,067 "
429117,PA,Tioga County,"$111,104 "
429119,PA,Union County,"$79,132 "
429121,PA,Venango County,"$160,025 "
429123,PA,Warren County,"$114,162 "
429125,PA,WASHINGTON COUNTY,"$2,085,100 "
429127,PA,Wayne County,"$113,453 "
429129,PA,WESTMORELAND COUNTY,"$2,222,221 "
429131,PA,Wyoming County,"$62,663 "
429133,PA,YORK COUNTY,"$1,264,768 "
440054,RI,CRANSTON,"$200,623 "
440072,RI,EAST PROVIDENCE,"$148,436 "
440210,RI,PAWTUCKET,"$1,011,101 "
440222,RI,PROVIDENCE,"$2,750,605 "
440276,RI,WARWICK,"$171,344 "
440306,RI,WOONSOCKET,"$651,693 "
449001,RI,Bristol County,"$92,387 "
449003,RI,Kent County,"$130,915 "
449005,RI,Newport County,"$166,755 "
449007,RI,Providence County,"$362,820 "
449009,RI,Washington County,"$189,345 "
450012,SC,AIKEN,"$38,702 "
450030,SC,ANDERSON,"$129,197 "
450300,SC,CHARLESTON,"$191,339 "
450372,SC,COLUMBIA,"$223,602 "
450534,SC,FLORENCE,"$60,479 "
450648,SC,GREENVILLE,"$183,678 "
451386,SC,ROCK HILL,"$86,178 "
451554,SC,SPARTANBURG,"$134,319 "
451608,SC,SUMMERVILLE,"$40,326 "
451620,SC,SUMTER,"$66,957 "
459001,SC,Abbeville County,"$62,066 "
459003,SC,Aiken County,"$185,487 "
459005,SC,Allendale County,"$32,111 "
459007,SC,Anderson County,"$233,069 "
459009,SC,Bamberg County,"$44,423 "
459011,SC,Barnwell County,"$49,883 "
459013,SC,Beaufort County,"$193,546 "
459015,SC,Berkeley County,"$217,808 "
459017,SC,Calhoun County,"$36,939 "
459019,SC,CHARLESTON COUNTY,"$990,987 "
459021,SC,Cherokee County,"$100,018 "
459023,SC,Chester County,"$92,118 "
459025,SC,Chesterfield County,"$88,167 "
459027,SC,Clarendon County,"$71,106 "
459029,SC,Colleton County,"$83,874 "
459031,SC,Darlington County,"$131,116 "
459033,SC,Dillon County,"$71,855 "
459035,SC,Dorchester County,"$97,883 "
459037,SC,Edgefield County,"$48,245 "
459039,SC,Fairfield County,"$52,534 "
459041,SC,Florence County,"$163,089 "
459043,SC,Georgetown County,"$100,454 "
459045,SC,GREENVILLE COUNTY,"$1,180,312 "
459047,SC,Greenwood County,"$132,434 "
459049,SC,Hampton County,"$44,285 "
459051,SC,Horry County,"$278,137 "
459053,SC,Jasper County,"$46,656 "
459055,SC,Kershaw County,"$80,660 "
459057,SC,Lancaster County,"$97,089 "
459059,SC,Laurens County,"$137,448 "
459061,SC,Lee County,"$42,513 "
459063,SC,Lexington County,"$271,514 "
459065,SC,McCormick County,"$20,905 "
459067,SC,Marion County,"$76,426 "
459069,SC,Marlboro County,"$66,185 "
459071,SC,Newberry County,"$103,895 "
459073,SC,Oconee County,"$111,203 "
459075,SC,Orangeburg County,"$194,730 "
459077,SC,Pickens County,"$180,341 "
459079,SC,Richland County,"$250,802 "
459081,SC,Saluda County,"$49,116 "
459083,SC,Spartanburg County,"$234,432 "
459085,SC,Sumter County,"$113,093 "
459087,SC,Union County,"$83,130 "
459089,SC,Williamsburg County,"$93,306 "
459091,SC,York County,"$157,992 "
461392,SD,RAPID CITY,"$89,544 "
461518,SD,SIOUX FALLS,"$152,261 "
469003,SD,Aurora County,"$7,662 "
469005,SD,Beadle County,"$35,356 "
469007,SD,Bennett County,"$15,257 "
469009,SD,Bon Homme County,"$16,676 "
469011,SD,Brookings County,"$42,878 "
469013,SD,Brown County,"$58,715 "
469015,SD,Brule County,"$10,196 "
469017,SD,Buffalo County,"$11,822 "
469019,SD,Butte County,"$14,973 "
469021,SD,Campbell County,"$4,495 "
469023,SD,Charles Mix County,"$27,514 "
469025,SD,Clark County,"$10,764 "
469027,SD,Clay County,"$25,058 "
469029,SD,Codington County,"$39,386 "
469031,SD,Corson County,"$19,323 "
469033,SD,Custer County,"$9,939 "
469035,SD,Davison County,"$31,882 "
469037,SD,Day County,"$15,467 "
469039,SD,Deuel County,"$9,766 "
469041,SD,Dewey County,"$24,560 "
469043,SD,Douglas County,"$8,144 "
469045,SD,Edmunds County,"$8,792 "
469047,SD,Fall River County,"$14,222 "
469049,SD,Faulk County,"$6,489 "
469051,SD,Grant County,"$13,933 "
469053,SD,Gregory County,"$12,036 "
469055,SD,Haakon County,"$3,793 "
469057,SD,Hamlin County,"$12,050 "
469059,SD,Hand County,"$8,199 "
469061,SD,Hanson County,"$7,715 "
469063,SD,Harding County,"$3,322 "
469065,SD,Hughes County,"$21,480 "
469067,SD,Hutchinson County,"$17,328 "
469069,SD,Hyde County,"$3,877 "
469071,SD,Jackson County,"$13,182 "
469073,SD,Jerauld County,"$6,606 "
469075,SD,Jones County,"$2,089 "
469077,SD,Kingsbury County,"$13,069 "
469079,SD,Lake County,"$22,104 "
469081,SD,Lawrence County,"$38,678 "
469083,SD,Lincoln County,"$28,967 "
469085,SD,Lyman County,"$12,322 "
469087,SD,McCook County,"$11,298 "
469089,SD,McPherson County,"$7,866 "
469091,SD,Marshall County,"$10,473 "
469093,SD,Meade County,"$32,892 "
469095,SD,Mellette County,"$7,772 "
469097,SD,Miner County,"$7,918 "
469099,SD,Minnehaha County,"$34,174 "
469101,SD,Moody County,"$13,828 "
469103,SD,Pennington County,"$42,894 "
469105,SD,Perkins County,"$6,939 "
469107,SD,Potter County,"$5,702 "
469109,SD,Roberts County,"$24,059 "
469111,SD,Sanborn County,"$7,131 "
469113,SD,Shannon County,"$87,819 "
469115,SD,Spink County,"$16,682 "
469117,SD,Stanley County,"$3,497 "
469119,SD,Sully County,"$2,965 "
469121,SD,Todd County,"$53,066 "
469123,SD,Tripp County,"$14,658 "
469125,SD,Turner County,"$19,859 "
469127,SD,Union County,"$19,195 "
469129,SD,Walworth County,"$13,008 "
469135,SD,Yankton County,"$31,695 "
469137,SD,Ziebach County,"$13,673 "
470228,TN,BRISTOL,"$42,839 "
470336,TN,CHATTANOOGA,"$852,258 "
470354,TN,CLARKSVILLE,"$146,576 "
470360,TN,CLEVELAND,"$60,222 "
470672,TN,FRANKLIN CITY,"$50,128 "
470924,TN,JACKSON,"$104,792 "
470954,TN,JOHNSON CITY,"$88,302 "
470990,TN,KINGSPORT,"$72,607 "
471014,TN,KNOXVILLE,"$905,802 "
471242,TN,MEMPHIS,"$3,915,104 "
471326,TN,MORRISTOWN,"$52,691 "
471362,TN,MURFREESBORO,"$116,832 "
471368,TN,NASHVILLE-DAVIDSON,"$2,410,992 "
471422,TN,OAK RIDGE,"$46,974 "
479001,TN,Anderson County,"$70,037 "
479003,TN,Bedford County,"$70,842 "
479005,TN,Benton County,"$26,256 "
479007,TN,Bledsoe County,"$20,592 "
479009,TN,Blount County,"$137,387 "
479011,TN,Bradley County,"$63,164 "
479013,TN,Campbell County,"$82,508 "
479015,TN,Cannon County,"$20,451 "
479017,TN,Carroll County,"$50,622 "
479019,TN,Carter County,"$113,164 "
479021,TN,Cheatham County,"$39,021 "
479023,TN,Chester County,"$25,141 "
479025,TN,Claiborne County,"$58,806 "
479027,TN,Clay County,"$13,681 "
479029,TN,Cocke County,"$68,619 "
479031,TN,Coffee County,"$71,429 "
479033,TN,Crockett County,"$26,243 "
479035,TN,Cumberland County,"$68,539 "
479039,TN,Decatur County,"$19,306 "
479041,TN,DeKalb County,"$30,357 "
479043,TN,Dickson County,"$59,613 "
479045,TN,Dyer County,"$64,361 "
479047,TN,Fayette County,"$51,714 "
479049,TN,Fentress County,"$33,811 "
479051,TN,Franklin County,"$58,981 "
479053,TN,Gibson County,"$85,847 "
479055,TN,Giles County,"$62,166 "
479057,TN,Grainger County,"$37,488 "
479059,TN,Greene County,"$119,410 "
479061,TN,Grundy County,"$32,688 "
479063,TN,Hamblen County,"$40,233 "
479065,TN,Hamilton County,"$151,080 "
479067,TN,Hancock County,"$16,684 "
479069,TN,Hardeman County,"$51,443 "
479071,TN,Hardin County,"$42,826 "
479073,TN,Hawkins County,"$83,554 "
479075,TN,Haywood County,"$41,760 "
479077,TN,Henderson County,"$33,222 "
479079,TN,Henry County,"$49,520 "
479081,TN,Hickman County,"$37,698 "
479083,TN,Houston County,"$15,289 "
479085,TN,Humphreys County,"$23,441 "
479087,TN,Jackson County,"$19,685 "
479089,TN,Jefferson County,"$63,413 "
479091,TN,Johnson County,"$35,434 "
479093,TN,Knox County,"$185,673 "
479095,TN,Lake County,"$12,678 "
479097,TN,Lauderdale County,"$48,438 "
479099,TN,Lawrence County,"$67,998 "
479101,TN,Lewis County,"$18,346 "
479103,TN,Lincoln County,"$62,040 "
479105,TN,Loudon County,"$63,555 "
479107,TN,McMinn County,"$86,586 "
479109,TN,McNairy County,"$37,884 "
479111,TN,Macon County,"$35,566 "
479113,TN,Madison County,"$33,950 "
479115,TN,Marion County,"$41,799 "
479117,TN,Marshall County,"$48,341 "
479119,TN,Maury County,"$110,328 "
479121,TN,Meigs County,"$19,827 "
479123,TN,Monroe County,"$64,296 "
479125,TN,Montgomery County,"$37,169 "
479127,TN,Moore County,"$10,759 "
479129,TN,Morgan County,"$28,960 "
479131,TN,Obion County,"$54,898 "
479133,TN,Overton County,"$30,848 "
479135,TN,Perry County,"$13,602 "
479137,TN,Pickett County,"$8,018 "
479139,TN,Polk County,"$26,731 "
479141,TN,Putnam County,"$100,058 "
479143,TN,Rhea County,"$42,337 "
479145,TN,Roane County,"$72,655 "
479147,TN,Robertson County,"$79,560 "
479149,TN,Rutherford County,"$127,343 "
479151,TN,Scott County,"$40,537 "
479153,TN,Sequatchie County,"$19,736 "
479155,TN,Sevier County,"$97,616 "
479157,TN,Shelby County,"$179,547 "
479159,TN,Smith County,"$36,957 "
479161,TN,Stewart County,"$19,682 "
479163,TN,Sullivan County,"$98,419 "
479165,TN,Sumner County,"$157,150 "
479167,TN,Tipton County,"$76,945 "
479169,TN,Trousdale County,"$14,175 "
479171,TN,Unicoi County,"$40,670 "
479173,TN,Union County,"$32,924 "
479175,TN,Van Buren County,"$8,027 "
479177,TN,Warren County,"$65,840 "
479179,TN,Washington County,"$78,484 "
479181,TN,Wayne County,"$24,095 "
479183,TN,Weakley County,"$60,619 "
479185,TN,White County,"$36,803 "
479187,TN,Williamson County,"$69,104 "
479189,TN,Wilson County,"$97,095 "
480018,TX,ABILENE,"$195,025 "
480090,TX,ALLEN,"$47,731 "
480132,TX,AMARILLO,"$868,423 "
480222,TX,ARLINGTON,"$1,538,343 "
480264,TX,AUSTIN,"$3,678,483 "
480390,TX,BAYTOWN CITY,"$148,552 "
480402,TX,BEAUMONT,"$884,390 "
480726,TX,BROWNSVILLE,"$1,586,207 "
480738,TX,BRYAN,"$169,042 "
480900,TX,CARROLLTON,"$143,353 "
